"Case#","DATE OF OCCURRENCE","BLOCK","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","WARD","X COORDINATE","Y COORDINATE","LATITUDE","LONGITUDE","OBJECT TYPE"
"JE116986","01/18/2021 06:00:00 PM","077XX S VERNON AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","624","6","1180585","1853768","41.75399568","-87.61378316","P"
"JE116283","01/18/2021 10:47:00 AM","049XX W DIVISION ST","CRIMINAL DAMAGE","TO VEHICLE","COMMERCIAL / BUSINESS OFFICE","N","N","2533","37","1143204","1907535","41.90231655","-87.74943431","P"
"JE116468","01/18/2021 04:58:00 PM","056XX N CENTRAL AVE","ASSAULT","SIMPLE","RESIDENCE","N","Y","1622","45","1137866","1937209","41.98384306","-87.76832344","P"
"JE115961","01/18/2021 01:50:00 AM","116XX S LOOMIS ST","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","N","Y","524","34","1169088","1827621","41.68250049","-87.65666881","P"
"JE116050","01/18/2021 07:00:00 AM","007XX W 81ST ST","THEFT","OVER $500","VACANT LOT / LAND","N","Y","621","21","1172853","1851163","41.74702118","-87.6421949","P"
"JE117912","01/18/2021 07:00:00 AM","090XX S MUSKEGON AVE","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","N","N","423","10","1196584","1845499","41.73092275","-87.5554272","P"
"JE119096","01/18/2021 09:30:00 PM","026XX W HADDON AVE","ROBBERY","STRONG ARM - NO WEAPON","SIDEWALK","N","N","1211","1","1158356","1907536","41.9020228","-87.69377838","P"
"JE117182","01/18/2021 08:00:00 PM","018XX N NARRAGANSETT AVE","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","RESIDENCE - GARAGE","N","N","2513","29","1133457","1911557","41.91352989","-87.78514273","P"
"JE118358","01/18/2021 12:00:00 AM","017XX N LA SALLE DR","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","OTHER (SPECIFY)","N","N","1814","43","1174809","1911737","41.91319805","-87.63321872","P"
"JE189335","4/04/2021 15:00","042XX N KIMBALL AVE","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","1724","33","1152966","1927820","41.9577923","-87.71303766","P"
"JE229173","04/18/2021 07:00:00 PM","031XX N PULASKI RD","CRIMINAL SEXUAL ASSAULT","NON-AGGRAVATED","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","2523","31","1149179","1920548","41.93791173","-87.72714913","P"
"JE116051","01/18/2021 08:30:00 AM","053XX W ADAMS ST","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","1522","29","1140817","1898814","41.8784293","-87.75841688","P"
"JE116210","01/18/2021 09:00:00 AM","106XX S YATES AVE","THEFT","$500 AND UNDER","RESIDENCE","N","N","434","7","1194343","1834995","41.70215405","-87.56398045","P"
"JE224107","5/08/2021 21:00","023XX W MARQUETTE RD","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","832","16","1162000","1860173","41.77197827","-87.68171324","P"
"JE116240","01/18/2021 12:37:00 PM","026XX S CALUMET AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","133","4","1178927","1886949","41.84508525","-87.6188484","P"
"JE129643","2/01/2021 19:35","049XX S KARLOV AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE - GARAGE","N","Y","815","14","1149862","1871591","41.80355479","-87.72591217","P"
"JE116193","01/18/2021 11:15:00 AM","035XX W FIFTH AVE","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","Y","Y","1133","28","1152861","1898049","41.87610016","-87.71421379","P"
"JE115956","01/18/2021 12:30:00 AM","049XX N KEDZIE AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1713","33","1154152","1932650","41.97102248","-87.70854802","P"
"JE117146","01/18/2021 07:00:00 PM","053XX N DELPHIA AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1614","41","1117974","1934624","41.97708629","-87.84153933","P"
"JE116857","01/18/2021 04:30:00 PM","067XX N SHERIDAN RD","THEFT","$500 AND UNDER","APARTMENT","N","N","2432","49","1167032","1944822","42.00415523","-87.66083563","P"
"JE115989","01/18/2021 05:00:00 AM","110XX S AVENUE M","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","433","10","1201546","1832288","41.6945462","-87.53769731","P"
"JE130358","2/01/2021 12:00","052XX W POTOMAC AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","APARTMENT","N","N","2532","37","1141028","1908150","41.90404454","-87.75741204","P"
"JE128759","2/01/2021 1:02","011XX N SPAULDING AVE","ROBBERY","ARMED - HANDGUN","STREET","N","N","1121","26","1154100","1907440","41.90184537","-87.70941388","P"
"JE121906","08/21/2020 12:00:00 PM","045XX N MALDEN ST","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1913","46","0","0","","","P"
"JE118399","01/18/2021 08:30:00 PM","015XX W SHERWIN AVE","CRIMINAL DAMAGE","TO PROPERTY","ALLEY","N","N","2423","49","1164747","1948737","42.01494701","-87.66913038","P"
"JE188640","4/03/2021 19:00","063XX N MOZART ST","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","ALLEY","N","N","2413","50","1156188","1941900","41.99636394","-87.70081023","P"
"JE116626","01/18/2021 09:25:00 PM","081XX S PAULINA ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","614","21","1166425","1850810","41.74619177","-87.66575887","P"
"JE191254","4/04/2021 11:00","091XX S LOWE AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","","N","N","2223","21","1173576","1844266","41.72807893","-87.63974932","P"
"JE116185","01/18/2021 11:25:00 AM","076XX S SANGAMON ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","Y","621","17","1171296","1854274","41.75559235","-87.64780933","P"
"JE116633","01/18/2021 07:15:00 PM","003XX S SANGAMON ST","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1232","25","1170146","1898669","41.87744181","-87.65073137","P"
"JE115968","01/18/2021 02:05:00 AM","013XX W 80TH ST","BATTERY","AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT","APARTMENT","Y","Y","612","21","1168967","1851721","41.74863718","-87.65641815","P"
"JE116553","01/18/2021 05:27:00 PM","059XX W FULLERTON AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","Y","N","2515","36","1136488","1915340","41.92385718","-87.7739166","P"
"JE223904","5/08/2021 17:20","053XX W AGATITE AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1623","38","1139857","1929068","41.96146719","-87.76120072","P"
"JE116309","01/18/2021 02:00:00 PM","002XX N WALLER AVE","THEFT","$500 AND UNDER","RESIDENCE","N","Y","1512","29","1138111","1901106","41.88476816","-87.76829748","P"
"JE116642","01/18/2021 04:00:00 PM","081XX S HOYNE AVE","THEFT","$500 AND UNDER","STREET","N","N","614","18","1163802","1850625","41.74573954","-87.67537534","P"
"JE116399","01/18/2021 03:26:00 PM","073XX N PAULINA ST","ASSAULT","SIMPLE","ALLEY","N","N","2423","49","1163852","1948534","42.01440898","-87.67242941","P"
"JE116798","01/18/2021 07:00:00 PM","014XX N STATE PKWY","THEFT","POCKET-PICKING","RESIDENCE - PORCH / HALLWAY","N","N","1824","2","1176029","1909933","41.90822039","-87.6287912","P"
"JE190652","4/04/2021 23:00","122XX S HALSTED ST","BURGLARY","FORCIBLE ENTRY","BARBERSHOP","N","N","523","34","1173211","1823609","41.67140105","-87.64169406","P"
"JE116380","01/18/2021 02:25:00 PM","035XX N KIMBALL AVE","THEFT","RETAIL THEFT","DEPARTMENT STORE","N","N","1732","35","1153099","1923246","41.94523828","-87.71267048","P"
"JE116830","01/18/2021 06:30:00 PM","016XX W HADDON AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1213","1","1165411","1907681","41.90227344","-87.66786031","P"
"JD423679","11/07/2020 5:00","064XX S WOODLAWN AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","Y","N","314","20","1185324","1862519","41.77789916","-87.59614166","P"
"JE116442","01/18/2021 04:31:00 PM","085XX S PULASKI RD","CRIMINAL TRESPASS","TO LAND","TAVERN / LIQUOR STORE","N","N","834","18","1151233","1847435","41.73724013","-87.72151419","P"
"JE116650","01/18/2021 09:20:00 PM","106XX S TORRENCE AVE","ASSAULT","SIMPLE","CTA BUS","N","N","434","10","1195544","1834888","41.7018309","-87.55958634","P"
"JE116713","01/18/2021 11:15:00 PM","091XX S CHAPPEL AVE","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","VEHICLE NON-COMMERCIAL","N","N","413","7","1191435","1844822","41.72919115","-87.57431132","P"
"JE223889","5/08/2021 16:51","009XX N DAMEN AVE","ASSAULT","SIMPLE","DEPARTMENT STORE","N","N","1212","2","1162894","1906476","41.89902004","-87.67713947","P"
"JE116967","01/18/2021 12:00:00 AM","008XX W DICKENS AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1812","43","1170444","1914175","41.91998471","-87.64918318","P"
"JE222643","5/08/2021 12:48","040XX W JACKSON BLVD","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1132","28","1149578","1898382","41.8770783","-87.72625927","P"
"JE116384","01/18/2021 02:33:00 PM","028XX W 45TH ST","OTHER OFFENSE","VIOLATION OF CIVIL NO CONTACT ORDER","SIDEWALK","Y","Y","922","15","1158033","1874686","41.81188551","-87.69586065","P"
"JE117241","01/18/2021 09:00:00 PM","076XX W BELMONT AVE","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1631","38","1124650","1920391","41.93792147","-87.81730327","P"
"JE116804","01/18/2021 04:00:00 AM","074XX S COLES AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","334","7","1195493","1856210","41.76034157","-87.55907077","P"
"JE228081","5/08/2021 21:30","001XX N PARKSIDE AVE","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","N","Y","1512","29","1138575","1900516","41.88314073","-87.76660788","P"
"JE119477","01/18/2021 01:15:00 AM","034XX W SHAKESPEARE AVE","THEFT","$500 AND UNDER","APARTMENT","N","N","1413","26","1153206","1914075","41.9200702","-87.71252127","P"
"JE227956","5/08/2021 1:00","006XX W CERMAK RD","BATTERY","SIMPLE","ALLEY","N","N","1235","11","1172358","1889668","41.85269384","-87.64287537","P"
"JE223563","5/08/2021 11:50","036XX S DR MARTIN LUTHER KING JR DR","NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS","STREET","Y","N","212","4","1179456","1880906","41.82849073","-87.61709199","P"
"JE118575","01/18/2021 03:00:00 PM","073XX S EAST END AVE","OTHER OFFENSE","OTHER VEHICLE OFFENSE","APARTMENT","N","N","324","8","1188808","1856667","41.76175812","-87.58355645","P"
"JD474199","12/18/2020 10:30:00 PM","013XX W HASTINGS ST","CRIMINAL TRESPASS","TO RESIDENCE","RESIDENCE","N","N","1233","25","1167610","1893850","41.86427305","-87.66018158","P"
"JE116360","01/18/2021 02:30:00 PM","010XX N HARDING AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1112","37","1149864","1906708","41.89992018","-87.72499242","P"
"JE189287","4/04/2021 13:30","042XX W CARROLL AVE","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","N","N","1114","28","1148139","1901963","41.88693278","-87.73145069","P"
"JD454093","12/08/2020 20:00","033XX W MAYPOLE AVE","BURGLARY","UNLAWFUL ENTRY","APARTMENT","N","N","1123","28","1154061","1900783","41.8835787","-87.70973485","P"
"JE129351","2/01/2021 15:25","007XX E 47TH ST","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","223","4","1181891","1874009","41.80950879","-87.60837177","P"
"JE119135","01/18/2021 09:00:00 AM","031XX W 55TH ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","APARTMENT","N","N","923","14","1156425","1867991","41.7935461","-87.70193918","P"
"JE223663","5/08/2021 2:00","010XX S AUSTIN BLVD","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","N","Y","1513","29","1136532","1895143","41.86843326","-87.77423853","P"
"JE225406","5/08/2021 16:00","017XX E 69TH ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","332","5","1189185","1859580","41.76974261","-87.58208147","P"
"JE189158","4/04/2021 11:49","035XX S DR MARTIN LUTHER KING JR DR","ASSAULT","SIMPLE","SIDEWALK","N","Y","212","4","1179386","1881772","41.8308687","-87.61732233","P"
"JE128801","2/01/2021 4:45","007XX W 77TH ST","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","621","17","1172503","1853804","41.75427613","-87.64339979","P"
"JE116083","01/18/2021 08:44:00 AM","018XX N CLARK ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","APARTMENT","N","N","1814","43","1174427","1912756","41.91600278","-87.63459159","P"
"JE116669","01/18/2021 09:15:00 PM","029XX W TOUHY AVE","THEFT","OVER $500","RESIDENCE - YARD (FRONT / BACK)","N","N","2411","50","1155576","1947593","42.01199814","-87.70290731","P"
"JE116481","01/18/2021 03:50:00 PM","132XX S ELLIS AVE","ROBBERY","ARMED - HANDGUN","CHA APARTMENT","N","N","533","9","1185530","1817910","41.65548202","-87.59678551","P"
"JE115967","01/18/2021 03:10:00 AM","043XX W FLOURNOY ST","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","1131","24","1147605","1896685","41.8724596","-87.73354716","P"
"JE117112","01/18/2021 12:00:00 AM","035XX N NAGLE AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1632","38","1132737","1922835","41.94449065","-87.78752416","P"
"JE116358","01/18/2021 03:00:00 PM","095XX S CONSTANCE AVE","ASSAULT","SIMPLE","APARTMENT","N","Y","431","7","1190183","1842108","41.72177386","-87.57898476","P"
"JE226338","5/08/2021 9:00","017XX S MICHIGAN AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","131","3","1177496","1891878","41.85864331","-87.6239505","P"
"JE116644","01/18/2021 09:22:00 PM","019XX W 63RD ST","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","714","15","1164685","1862878","41.7793449","-87.67179456","P"
"JE116550","01/18/2021 04:00:00 PM","024XX W WALTON ST","THEFT","OVER $500","STREET","N","N","1212","26","1159951","1906248","41.89845565","-87.68795531","P"
"JE118500","01/18/2021 02:00:00 PM","077XX S LOWE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","RESIDENCE - PORCH / HALLWAY","N","N","621","6","1173306","1853655","41.75384955","-87.64046146","P"
"JE115986","01/18/2021 04:58:00 AM","076XX S COTTAGE GROVE AVE","CRIMINAL DAMAGE","TO PROPERTY","HOTEL / MOTEL","Y","N","624","8","1182886","1854560","41.75611589","-87.60532629","P"
"JE116562","01/18/2021 07:02:00 PM","022XX S KEDVALE AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1013","22","1149180","1888783","41.85074521","-87.72796915","P"
"JE223940","5/08/2021 16:07","005XX W LAKE ST","BATTERY","SIMPLE","CTA TRAIN","N","N","1214","42","1172574","1901698","41.88570024","-87.64172685","P"
"JE116472","01/18/2021 05:07:00 PM","014XX W LUNT AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","2431","49","1165385","1946614","42.00910785","-87.66684361","P"
"JD393710","10/09/2020 11:00","028XX W GLENLAKE AVE","BATTERY","SIMPLE","ALLEY","N","N","2413","50","1156130","1940373","41.99217496","-87.70106506","P"
"JD394159","10/09/2020 18:00","090XX S LOWE AVE","CRIMINAL DAMAGE","TO VEHICLE","SIDEWALK","N","Y","2223","21","1173561","1844802","41.72955012","-87.63978845","P"
"JD393505","10/09/2020 7:45","091XX S BURNSIDE AVE","ASSAULT","AGGRAVATED - HANDGUN","RESIDENCE","N","Y","633","9","1179745","1844326","41.72810496","-87.61714942","P"
"JD394329","10/09/2020 20:30","102XX S CALUMET AVE","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","511","9","1180389","1837104","41.70827214","-87.61501107","P"
"JD398049","10/04/2020 20:00","001XX W WASHINGTON ST","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","122","42","1174897","1900809","41.88320909","-87.63322305","P"
"JD394397","10/09/2020 22:25","093XX S RHODES AVE","NARCOTICS","POSSESS - CRACK","SIDEWALK","Y","N","633","9","1181544","1843219","41.72502595","-87.61059344","P"
"JD394356","10/09/2020 21:30","007XX E 100TH PL","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","STREET","N","N","511","8","1183333","1838539","41.71214206","-87.60418556","P"
"JD393667","10/09/2020 10:00","017XX W 95TH ST","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","2213","19","1166658","1841697","41.72117938","-87.66516433","P"
"JD366761","9/10/2020 17:00","040XX W ADAMS ST","ROBBERY","ARMED - OTHER DANGEROUS WEAPON","GROCERY FOOD STORE","Y","N","1115","28","1149594","1898707","41.87796982","-87.72619208","P"
"JE116551","01/18/2021 04:00:00 PM","047XX N PULASKI RD","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","1722","39","1148873","1931217","41.96719423","-87.7279968","P"
"JE116503","01/18/2021 05:35:00 PM","027XX W 18TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","1023","24","1158432","1891280","41.85741324","-87.69394406","P"
"JE116651","01/18/2021 09:00:00 PM","065XX N ROCKWELL ST","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT","N","Y","2412","50","1157803","1943289","42.00014252","-87.69483125","P"
"JE116087","01/18/2021 09:05:00 AM","094XX S ASHLAND AVE","THEFT","RETAIL THEFT","GROCERY FOOD STORE","Y","N","2221","21","1167325","1842212","41.72257838","-87.66270655","P"
"JD397727","10/09/2020 16:55","042XX N RAVENSWOOD AVE","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1912","47","1163611","1928172","41.95854009","-87.67389307","P"
"JD456096","12/11/2020 12:30","081XX S CAMPBELL AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","835","18","1161108","1850689","41.74597127","-87.68524497","P"
"JD397921","10/06/2020 11:00","002XX N MAPLEWOOD AVE","BURGLARY","FORCIBLE ENTRY","COMMERCIAL / BUSINESS OFFICE","N","N","1222","27","1159366","1901433","41.88525492","-87.69023653","P"
"JD394385","10/09/2020 22:00","085XX S PARNELL AVE","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","APARTMENT","Y","N","622","21","1174120","1848252","41.739005","-87.63763853","P"
"JD393605","10/09/2020 10:02","092XX S BISHOP ST","ASSAULT","AGGRAVATED - HANDGUN","SIDEWALK","N","N","2222","21","1168286","1843568","41.72627885","-87.65914762","P"
"JE117610","01/18/2021 08:00:00 PM","009XX S INDEPENDENCE BLVD","CRIMINAL TRESPASS","TO VEHICLE","STREET","N","N","1133","24","1151402","1895654","41.86955677","-87.71963364","P"
"JE223198","5/08/2021 1:35","062XX N CALIFORNIA AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","2413","50","1156536","1941343","41.99482845","-87.69954526","P"
"JE223575","5/08/2021 5:52","027XX S DEARBORN ST","THEFT","$500 AND UNDER","STREET","N","N","133","3","1176315","1886573","41.84411271","-87.62844534","P"
"JE116689","01/18/2021 09:54:00 PM","038XX W LEXINGTON ST","ASSAULT","AGGRAVATED POLICE OFFICER - HANDGUN","ALLEY","N","N","1133","24","1150884","1896422","41.87167439","-87.72151528","P"
"JE129243","2/01/2021 14:00","0000X E 111TH ST","ROBBERY","ARMED - HANDGUN","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","531","9","1178295","1831370","41.69258492","-87.6228526","P"
"JD393579","10/09/2020 5:45","069XX S COTTAGE GROVE AVE","BATTERY","SIMPLE","CTA BUS STOP","N","N","321","20","1182749","1859346","41.76925233","-87.60567999","P"
"JD459565","12/11/2020 9:30","055XX S UNION AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","711","20","1172580","1868007","41.79324914","-87.64269963","P"
"JD396778","10/09/2020 19:30","009XX E 82ND ST","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","N","N","631","8","1183826","1850820","41.74583106","-87.60199794","P"
"JD394394","10/09/2020 22:15","084XX W LELAND AVE","CRIMINAL DAMAGE","TO PROPERTY","VEHICLE NON-COMMERCIAL","N","N","1614","38","1118641","1930269","41.96512511","-87.83917878","P"
"JD393603","10/09/2020 10:10","047XX S COTTAGE GROVE AVE","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE","N","N","223","4","1182388","1873833","41.80901431","-87.60655434","P"
"JD365449","9/12/2020 23:51","079XX S EVANS AVE","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","Y","Y","624","6","1182601","1852575","41.75067545","-87.60643221","P"
"JD397771","09/15/2020 10:00:00 AM","003XX S WACKER DR","THEFT","FROM BUILDING","COMMERCIAL / BUSINESS OFFICE","N","N","122","42","1173916","1898816","41.87776207","-87.63688469","P"
"JD361712","9/09/2020 14:10","002XX S CANAL ST","NARCOTICS","FORFEIT PROPERTY","OTHER RAILROAD PROPERTY / TRAIN DEPOT","Y","N","121","42","0","0","","","P"
"JE116454","01/18/2021 02:00:00 PM","046XX S ROCKWELL ST","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","922","15","1159818","1873636","41.80896765","-87.68934215","P"
"JE224183","5/08/2021 23:10","098XX S ELLIS AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","511","8","1184622","1839938","41.71595104","-87.59942125","P"
"JE116421","01/18/2021 12:55:00 PM","086XX S KEDVALE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","RESIDENCE","N","N","834","18","1150256","1846914","41.73582941","-87.72510718","P"
"JE116609","01/18/2021 08:24:00 PM","015XX S HOMAN AVE","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","1021","24","1153953","1892166","41.85993488","-87.71036108","P"
"JD393462","10/09/2020 0:00","003XX W 79TH ST","BURGLARY","FORCIBLE ENTRY","RESTAURANT","N","N","623","17","1175563","1852568","41.75081652","-87.63222283","P"
"JD397046","10/09/2020 15:00","015XX W DIVERSEY PKWY","THEFT","$500 AND UNDER","STREET","N","N","1932","32","1165625","1918671","41.93242612","-87.6667605","P"
